eventTime,eventSource,eventName,awsRegion,sourceIPAddress,userAgent,errorCode,errorMessage,userIdentity.type,userIdentity.userName,userIdentity.arn,userIdentity.principalId,userIdentity.accountId,userIdentity.accessKeyId,requestParameters.userName,requestParameters.region,responseElements.status
2025-01-19T01:01:00Z,ec2.amazonaws.com,CreateBucket,ap-south-1,37.105.80.197,aws-sdk-go/1.44,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA26364,123456789012,AKIA70950,Vidya,ap-south-1,Failed
2025-01-11T12:14:00Z,iam.amazonaws.com,UpdateTrail,ap-south-1,188.162.180.39,console.amazonaws.com,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA19274,123456789012,AKIA20622,Kavya,ap-south-1,Success
2025-01-25T12:14:00Z,iam.amazonaws.com,UpdateTrail,ap-southeast-1,173.185.150.112,aws-sdk-go/1.44,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA96726,123456789012,AKIA28454,Ayaan,ap-southeast-1,Failed
2025-01-28T08:09:00Z,cloudtrail.amazonaws.com,CreateAccessKey,us-west-2,75.103.52.4,aws-sdk-go/1.44,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA51997,123456789012,AKIA20912,Vihaan,us-west-2,Failed
2025-01-28T20:22:00Z,cloudtrail.amazonaws.com,GetObject,us-east-1,139.188.223.149,aws-cli/2.15.0 Python/3.11,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA42160,123456789012,AKIA84924,Tara,us-east-1,Success
2025-01-29T13:58:00Z,cloudtrail.amazonaws.com,PutObject,us-west-2,227.77.165.141,aws-sdk-go/1.44,,,IAMUser,Arjun,arn:aws:iam::123456789012:user/Arjun,AIDA19513,123456789012,AKIA51841,Arjun,us-west-2,Success
2025-01-26T16:32:00Z,s3.amazonaws.com,UpdateTrail,us-west-2,111.251.124.139,aws-cli/2.15.0 Python/3.11,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA59957,123456789012,AKIA17808,Ayaan,us-west-2,Success
2025-01-10T21:57:00Z,s3.amazonaws.com,ConsoleLogin,eu-west-1,16.109.174.145,aws-sdk-java/1.12,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA29620,123456789012,AKIA30113,Kavya,eu-west-1,Success
2025-01-19T03:06:00Z,iam.amazonaws.com,StartInstances,ap-southeast-1,61.225.9.75,console.amazonaws.com,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA17319,123456789012,AKIA77781,Ayaan,ap-southeast-1,Success
2025-01-17T09:09:00Z,iam.amazonaws.com,DeleteUser,ap-south-1,71.45.77.157,aws-sdk-go/1.44,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA28161,123456789012,AKIA20697,Kavya,ap-south-1,Failed
2025-01-15T11:28:00Z,iam.amazonaws.com,RunInstances,ap-southeast-1,183.202.177.239,aws-sdk-java/1.12,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA36255,123456789012,AKIA99543,Aarav,ap-southeast-1,Success
2025-01-12T04:21:00Z,iam.amazonaws.com,UpdateTrail,us-west-2,91.251.99.142,aws-cli/2.15.0 Python/3.11,,,IAMUser,Ishaan,arn:aws:iam::123456789012:user/Ishaan,AIDA56950,123456789012,AKIA76944,Ishaan,us-west-2,Failed
2025-01-01T18:46:00Z,cloudtrail.amazonaws.com,StartInstances,eu-west-1,62.75.96.45,console.amazonaws.com,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA72390,123456789012,AKIA19636,Vidya,eu-west-1,Success
2025-01-09T03:36:00Z,ec2.amazonaws.com,CreateUser,ap-south-1,62.201.182.104,aws-cli/2.15.0 Python/3.11,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA74969,123456789012,AKIA49949,Vidya,ap-south-1,Failed
2025-01-20T21:13:00Z,cloudtrail.amazonaws.com,ListBuckets,us-east-1,234.82.243.233,console.amazonaws.com,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA33653,123456789012,AKIA30061,Rajesh,us-east-1,Success
2025-01-02T08:16:00Z,s3.amazonaws.com,TerminateInstances,eu-west-1,178.67.116.102,Boto3/1.34,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA62134,123456789012,AKIA87496,Krishna,eu-west-1,Failed
2025-01-16T05:22:00Z,s3.amazonaws.com,CreateUser,eu-west-1,51.67.105.193,console.amazonaws.com,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA35975,123456789012,AKIA24453,Kavya,eu-west-1,Failed
2025-01-24T06:52:00Z,iam.amazonaws.com,ConsoleLogin,eu-west-1,69.220.105.143,console.amazonaws.com,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA44027,123456789012,AKIA47158,Rajesh,eu-west-1,Success
2025-01-23T19:10:00Z,cloudtrail.amazonaws.com,DeleteBucket,ap-south-1,43.36.83.216,Boto3/1.34,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA28071,123456789012,AKIA84970,Tara,ap-south-1,Success
2025-01-28T12:27:00Z,cloudtrail.amazonaws.com,DeleteTrail,eu-west-1,109.129.172.13,aws-cli/2.15.0 Python/3.11,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA23678,123456789012,AKIA72917,Kavya,eu-west-1,Failed
2025-01-19T03:43:00Z,cloudtrail.amazonaws.com,CreateUser,ap-southeast-1,54.70.93.159,console.amazonaws.com,AccessDenied,User is not authorized to perform this action,IAMUser,Ananya,arn:aws:iam::123456789012:user/Ananya,AIDA36028,123456789012,AKIA42571,Ananya,ap-southeast-1,Failed
2025-01-04T04:37:00Z,ec2.amazonaws.com,DeleteUser,ap-south-1,164.20.187.177,aws-sdk-java/1.12,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA96274,123456789012,AKIA31259,Ishita,ap-south-1,Failed
2025-01-18T10:13:00Z,s3.amazonaws.com,CreateBucket,eu-west-1,221.37.124.85,aws-cli/2.15.0 Python/3.11,,,IAMUser,Sai,arn:aws:iam::123456789012:user/Sai,AIDA73523,123456789012,AKIA99460,Sai,eu-west-1,Success
2025-01-16T07:40:00Z,iam.amazonaws.com,DeleteUser,ap-south-1,81.119.127.210,console.amazonaws.com,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA52678,123456789012,AKIA80453,Tara,ap-south-1,Failed
2025-01-19T17:26:00Z,iam.amazonaws.com,StartInstances,us-west-2,63.8.244.16,aws-cli/2.15.0 Python/3.11,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA56376,123456789012,AKIA65318,Ishita,us-west-2,Success
2025-01-11T05:26:00Z,ec2.amazonaws.com,DeleteBucket,us-west-2,249.110.45.180,aws-sdk-java/1.12,,,IAMUser,Aditya,arn:aws:iam::123456789012:user/Aditya,AIDA89937,123456789012,AKIA51367,Aditya,us-west-2,Success
2025-01-30T23:25:00Z,s3.amazonaws.com,StopInstances,us-west-2,17.166.206.77,Boto3/1.34,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA59200,123456789012,AKIA83350,Tara,us-west-2,Success
2025-01-28T04:49:00Z,cloudtrail.amazonaws.com,AttachUserPolicy,ap-south-1,153.213.130.94,aws-sdk-java/1.12,,,IAMUser,Madhav,arn:aws:iam::123456789012:user/Madhav,AIDA99307,123456789012,AKIA87480,Madhav,ap-south-1,Failed
2025-01-09T00:14:00Z,cloudtrail.amazonaws.com,GetObject,eu-west-1,201.214.174.127,console.amazonaws.com,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA19598,123456789012,AKIA26022,Aarav,eu-west-1,Success
2025-01-14T10:12:00Z,ec2.amazonaws.com,PutObject,us-east-1,167.163.15.77,console.amazonaws.com,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA50083,123456789012,AKIA60187,Aarav,us-east-1,Failed
2025-01-30T12:31:00Z,ec2.amazonaws.com,TerminateInstances,eu-west-1,138.183.225.250,aws-sdk-go/1.44,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA16432,123456789012,AKIA19655,Vihaan,eu-west-1,Failed
2025-01-14T08:29:00Z,cloudtrail.amazonaws.com,UpdateTrail,eu-west-1,243.58.43.68,console.amazonaws.com,,,IAMUser,Saanvi,arn:aws:iam::123456789012:user/Saanvi,AIDA65882,123456789012,AKIA78896,Saanvi,eu-west-1,Failed
2025-01-10T18:44:00Z,cloudtrail.amazonaws.com,GetObject,eu-west-1,104.107.158.116,aws-sdk-java/1.12,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA74138,123456789012,AKIA68968,Vidya,eu-west-1,Success
2025-01-23T14:01:00Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,66.163.166.42,Boto3/1.34,,,IAMUser,Sai,arn:aws:iam::123456789012:user/Sai,AIDA19840,123456789012,AKIA40997,Sai,us-east-1,Failed
2025-01-05T04:59:00Z,iam.amazonaws.com,CreateUser,eu-west-1,243.249.132.139,console.amazonaws.com,,,IAMUser,Vivaan,arn:aws:iam::123456789012:user/Vivaan,AIDA62366,123456789012,AKIA15531,Vivaan,eu-west-1,Failed
2025-01-13T06:49:00Z,cloudtrail.amazonaws.com,RunInstances,eu-west-1,228.78.150.35,Boto3/1.34,,,IAMUser,Priya,arn:aws:iam::123456789012:user/Priya,AIDA28742,123456789012,AKIA27698,Priya,eu-west-1,Success
2025-01-31T00:55:00Z,cloudtrail.amazonaws.com,StartInstances,ap-south-1,137.64.34.134,aws-sdk-go/1.44,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA50966,123456789012,AKIA58920,Vihaan,ap-south-1,Failed
2025-01-20T14:47:00Z,s3.amazonaws.com,AttachUserPolicy,us-east-1,252.15.32.168,Boto3/1.34,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA85826,123456789012,AKIA52482,Vidya,us-east-1,Success
2025-01-10T02:19:00Z,s3.amazonaws.com,AttachUserPolicy,us-west-2,132.128.93.225,aws-sdk-java/1.12,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA69705,123456789012,AKIA15737,Ishita,us-west-2,Failed
2025-01-06T12:50:00Z,ec2.amazonaws.com,StopInstances,us-west-2,24.62.115.210,aws-sdk-java/1.12,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA97908,123456789012,AKIA64727,Ayaan,us-west-2,Failed
2025-01-07T11:15:00Z,s3.amazonaws.com,AttachUserPolicy,us-east-1,95.7.5.176,aws-cli/2.15.0 Python/3.11,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA24308,123456789012,AKIA89110,Vidya,us-east-1,Failed
2025-01-25T04:40:00Z,s3.amazonaws.com,DeleteUser,ap-south-1,133.1.60.60,console.amazonaws.com,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA62275,123456789012,AKIA49987,Aarav,ap-south-1,Failed
2025-01-02T11:45:00Z,iam.amazonaws.com,StopInstances,ap-southeast-1,155.244.40.186,Boto3/1.34,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA23320,123456789012,AKIA51916,Krishna,ap-southeast-1,Failed
2025-01-13T16:44:00Z,s3.amazonaws.com,StartInstances,ap-south-1,133.97.167.117,console.amazonaws.com,,,IAMUser,Aditya,arn:aws:iam::123456789012:user/Aditya,AIDA71374,123456789012,AKIA29632,Aditya,ap-south-1,Failed
2025-01-20T18:58:00Z,s3.amazonaws.com,CreateRole,ap-south-1,80.231.240.97,aws-sdk-java/1.12,,,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA69252,123456789012,AKIA45271,Sahana,ap-south-1,Failed
2025-01-17T13:38:00Z,ec2.amazonaws.com,UpdateTrail,us-west-2,102.236.90.197,Boto3/1.34,,,IAMUser,Vivaan,arn:aws:iam::123456789012:user/Vivaan,AIDA80464,123456789012,AKIA54738,Vivaan,us-west-2,Success
2025-01-05T11:48:00Z,iam.amazonaws.com,DeleteBucket,us-west-2,134.65.99.7,console.amazonaws.com,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA22256,123456789012,AKIA52126,Kavya,us-west-2,Success
2025-01-10T13:13:00Z,cloudtrail.amazonaws.com,TerminateInstances,us-east-1,103.84.175.16,console.amazonaws.com,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA90694,123456789012,AKIA40814,Aarav,us-east-1,Success
2025-01-17T01:19:00Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,166.189.144.225,aws-sdk-go/1.44,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA93487,123456789012,AKIA29584,Vidya,ap-south-1,Success
2025-01-23T10:45:00Z,s3.amazonaws.com,UpdateTrail,eu-west-1,142.70.31.104,aws-cli/2.15.0 Python/3.11,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA86956,123456789012,AKIA75128,Kavya,eu-west-1,Failed
2025-01-19T11:16:00Z,cloudtrail.amazonaws.com,StopInstances,ap-south-1,164.253.19.219,Boto3/1.34,,,IAMUser,Diya,arn:aws:iam::123456789012:user/Diya,AIDA53998,123456789012,AKIA40283,Diya,ap-south-1,Failed
2025-01-11T03:11:00Z,s3.amazonaws.com,AttachUserPolicy,us-west-2,231.100.86.108,Boto3/1.34,,,IAMUser,Suresh,arn:aws:iam::123456789012:user/Suresh,AIDA94371,123456789012,AKIA20182,Suresh,us-west-2,Success
2025-01-01T12:13:00Z,cloudtrail.amazonaws.com,StopInstances,us-east-1,13.21.45.72,aws-sdk-go/1.44,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA80819,123456789012,AKIA11384,Meera,us-east-1,Failed
2025-01-21T14:13:00Z,s3.amazonaws.com,CreateBucket,us-east-1,7.210.102.132,aws-sdk-go/1.44,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA53296,123456789012,AKIA26519,Vihaan,us-east-1,Failed
2025-01-06T23:28:00Z,s3.amazonaws.com,StopInstances,us-east-1,197.230.97.163,aws-sdk-java/1.12,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA35734,123456789012,AKIA22057,Aarav,us-east-1,Success
2025-01-23T21:25:00Z,iam.amazonaws.com,CreateAccessKey,us-east-1,229.200.113.229,Boto3/1.34,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA49019,123456789012,AKIA51646,Ayaan,us-east-1,Success
2025-01-01T01:52:00Z,s3.amazonaws.com,DeleteBucket,us-west-2,201.142.156.132,Boto3/1.34,,,IAMUser,Madhav,arn:aws:iam::123456789012:user/Madhav,AIDA99942,123456789012,AKIA74135,Madhav,us-west-2,Success
2025-01-04T09:54:00Z,iam.amazonaws.com,AttachUserPolicy,us-west-2,41.177.150.193,console.amazonaws.com,,,IAMUser,Ishaan,arn:aws:iam::123456789012:user/Ishaan,AIDA64276,123456789012,AKIA19282,Ishaan,us-west-2,Failed
2025-01-17T09:57:00Z,s3.amazonaws.com,PutObject,us-west-2,31.226.143.69,aws-sdk-java/1.12,,,IAMUser,Ananya,arn:aws:iam::123456789012:user/Ananya,AIDA22645,123456789012,AKIA38348,Ananya,us-west-2,Success
2025-01-06T04:11:00Z,s3.amazonaws.com,ListBuckets,us-west-2,214.37.45.50,console.amazonaws.com,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA85195,123456789012,AKIA27158,Kavya,us-west-2,Failed
2025-01-31T20:58:00Z,cloudtrail.amazonaws.com,CreateBucket,ap-south-1,103.36.18.130,aws-sdk-go/1.44,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA95923,123456789012,AKIA71885,Aarav,ap-south-1,Success
2025-01-25T15:55:00Z,iam.amazonaws.com,PutObject,ap-south-1,13.25.96.219,aws-sdk-go/1.44,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA95434,123456789012,AKIA93938,Kiran,ap-south-1,Success
2025-01-10T10:02:00Z,ec2.amazonaws.com,GetObject,ap-south-1,163.237.21.158,aws-cli/2.15.0 Python/3.11,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA63422,123456789012,AKIA18339,Tara,ap-south-1,Success
2025-01-27T21:12:00Z,s3.amazonaws.com,TerminateInstances,us-west-2,129.184.234.50,aws-cli/2.15.0 Python/3.11,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA55606,123456789012,AKIA23445,Krishna,us-west-2,Failed
2025-01-14T11:33:00Z,ec2.amazonaws.com,StartInstances,ap-southeast-1,123.61.169.162,aws-cli/2.15.0 Python/3.11,,,IAMUser,Sai,arn:aws:iam::123456789012:user/Sai,AIDA71705,123456789012,AKIA36844,Sai,ap-southeast-1,Success
2025-01-07T05:50:00Z,s3.amazonaws.com,UpdateTrail,us-west-2,210.110.110.7,console.amazonaws.com,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA81260,123456789012,AKIA50664,Ishita,us-west-2,Success
2025-01-01T20:24:00Z,s3.amazonaws.com,DeleteTrail,us-east-1,81.74.33.100,Boto3/1.34,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA20291,123456789012,AKIA57934,Kiran,us-east-1,Success
2025-01-25T12:51:00Z,ec2.amazonaws.com,StartInstances,us-east-1,99.232.66.81,Boto3/1.34,UnauthorizedOperation,Access denied for user,IAMUser,Sai,arn:aws:iam::123456789012:user/Sai,AIDA24169,123456789012,AKIA56288,Sai,us-east-1,Failed
2025-01-28T11:50:00Z,s3.amazonaws.com,ListBuckets,us-east-1,63.116.122.214,aws-sdk-java/1.12,,,IAMUser,Sai,arn:aws:iam::123456789012:user/Sai,AIDA66704,123456789012,AKIA12469,Sai,us-east-1,Failed
2025-01-29T18:22:00Z,iam.amazonaws.com,RunInstances,ap-south-1,231.145.80.219,Boto3/1.34,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA96904,123456789012,AKIA63959,Ayaan,ap-south-1,Success
2025-01-26T18:40:00Z,ec2.amazonaws.com,PutObject,us-east-1,15.143.92.42,aws-sdk-go/1.44,,,IAMUser,Priya,arn:aws:iam::123456789012:user/Priya,AIDA42143,123456789012,AKIA10054,Priya,us-east-1,Failed
2025-01-12T10:52:00Z,iam.amazonaws.com,DeleteBucket,ap-southeast-1,27.114.215.113,aws-sdk-java/1.12,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA82609,123456789012,AKIA58235,Vihaan,ap-southeast-1,Success
2025-01-20T10:33:00Z,iam.amazonaws.com,ListBuckets,ap-southeast-1,218.61.242.173,console.amazonaws.com,,,IAMUser,Arjun,arn:aws:iam::123456789012:user/Arjun,AIDA56388,123456789012,AKIA88789,Arjun,ap-southeast-1,Success
2025-01-01T22:27:00Z,iam.amazonaws.com,StartInstances,ap-south-1,248.66.170.160,console.amazonaws.com,,,IAMUser,Ishaan,arn:aws:iam::123456789012:user/Ishaan,AIDA50719,123456789012,AKIA59655,Ishaan,ap-south-1,Failed
2025-01-28T08:21:00Z,iam.amazonaws.com,GetObject,ap-south-1,157.89.240.33,Boto3/1.34,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA15548,123456789012,AKIA76273,Rajesh,ap-south-1,Failed
2025-01-09T04:53:00Z,cloudtrail.amazonaws.com,RunInstances,us-west-2,93.105.162.5,aws-sdk-go/1.44,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA21387,123456789012,AKIA41429,Ayaan,us-west-2,Failed
2025-01-04T08:19:00Z,ec2.amazonaws.com,CreateUser,us-west-2,161.171.15.254,aws-sdk-go/1.44,,,IAMUser,Madhav,arn:aws:iam::123456789012:user/Madhav,AIDA24924,123456789012,AKIA23374,Madhav,us-west-2,Failed
2025-01-02T15:24:00Z,iam.amazonaws.com,ListBuckets,ap-southeast-1,69.185.110.233,aws-sdk-java/1.12,,,IAMUser,Aditya,arn:aws:iam::123456789012:user/Aditya,AIDA27917,123456789012,AKIA84293,Aditya,ap-southeast-1,Success
2025-01-05T20:34:00Z,iam.amazonaws.com,ListBuckets,eu-west-1,99.119.213.119,Boto3/1.34,,,IAMUser,Arjun,arn:aws:iam::123456789012:user/Arjun,AIDA37207,123456789012,AKIA43545,Arjun,eu-west-1,Success
2025-01-19T01:37:00Z,s3.amazonaws.com,ListBuckets,ap-southeast-1,114.248.144.215,console.amazonaws.com,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA16110,123456789012,AKIA85067,Meera,ap-southeast-1,Failed
2025-01-18T15:13:00Z,cloudtrail.amazonaws.com,CreateAccessKey,us-west-2,118.58.146.123,aws-sdk-java/1.12,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA24494,123456789012,AKIA90828,Ishita,us-west-2,Success
2025-01-13T05:46:00Z,cloudtrail.amazonaws.com,AttachUserPolicy,ap-south-1,138.99.226.165,aws-sdk-go/1.44,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA42583,123456789012,AKIA75000,Ishita,ap-south-1,Failed
2025-01-28T09:14:00Z,ec2.amazonaws.com,CreateAccessKey,ap-south-1,77.136.220.32,aws-cli/2.15.0 Python/3.11,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA89799,123456789012,AKIA12074,Ayaan,ap-south-1,Success
2025-01-24T14:28:00Z,ec2.amazonaws.com,TerminateInstances,eu-west-1,69.168.59.208,aws-sdk-go/1.44,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA32634,123456789012,AKIA69004,Krishna,eu-west-1,Failed
2025-01-01T08:44:00Z,cloudtrail.amazonaws.com,CreateRole,eu-west-1,66.136.82.80,aws-sdk-java/1.12,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA88929,123456789012,AKIA97772,Rajesh,eu-west-1,Failed
2025-01-31T23:54:00Z,iam.amazonaws.com,RunInstances,eu-west-1,250.225.145.202,Boto3/1.34,,,IAMUser,Diya,arn:aws:iam::123456789012:user/Diya,AIDA70752,123456789012,AKIA73123,Diya,eu-west-1,Success
2025-01-27T21:05:00Z,cloudtrail.amazonaws.com,AttachUserPolicy,ap-south-1,86.32.240.222,aws-cli/2.15.0 Python/3.11,UnauthorizedOperation,You lack the required permissions,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA69650,123456789012,AKIA74760,Sahana,ap-south-1,Failed
2025-01-16T00:29:00Z,s3.amazonaws.com,GetObject,ap-southeast-1,58.214.193.165,Boto3/1.34,,,IAMUser,Ishaan,arn:aws:iam::123456789012:user/Ishaan,AIDA17140,123456789012,AKIA91368,Ishaan,ap-southeast-1,Success
2025-01-06T19:29:00Z,s3.amazonaws.com,CreateBucket,us-west-2,63.178.31.74,aws-sdk-go/1.44,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA70160,123456789012,AKIA23069,Krishna,us-west-2,Failed
2025-01-17T08:02:00Z,s3.amazonaws.com,GetObject,ap-southeast-1,149.4.205.124,console.amazonaws.com,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA69698,123456789012,AKIA93069,Kiran,ap-southeast-1,Success
2025-01-22T00:18:00Z,cloudtrail.amazonaws.com,DeleteBucket,us-east-1,79.215.138.246,aws-cli/2.15.0 Python/3.11,,,IAMUser,Saanvi,arn:aws:iam::123456789012:user/Saanvi,AIDA51634,123456789012,AKIA95835,Saanvi,us-east-1,Success
2025-01-23T04:31:00Z,iam.amazonaws.com,PutObject,ap-southeast-1,229.85.173.77,Boto3/1.34,,,IAMUser,Kavya,arn:aws:iam::123456789012:user/Kavya,AIDA98364,123456789012,AKIA16603,Kavya,ap-southeast-1,Failed
2025-01-11T15:48:00Z,s3.amazonaws.com,CreateBucket,us-east-1,156.179.21.255,console.amazonaws.com,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA66411,123456789012,AKIA26499,Rajesh,us-east-1,Failed
2025-01-26T02:02:00Z,iam.amazonaws.com,CreateBucket,us-east-1,95.197.196.115,Boto3/1.34,,,IAMUser,Arjun,arn:aws:iam::123456789012:user/Arjun,AIDA93266,123456789012,AKIA50307,Arjun,us-east-1,Success
2025-01-16T21:35:00Z,s3.amazonaws.com,PutObject,us-west-2,85.191.182.220,aws-sdk-java/1.12,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA43426,123456789012,AKIA59482,Kiran,us-west-2,Success
